ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
270152	Jaml	101.457247770254	-6.48075470548302	0.75028499549356	-8.63772399076139	5.73439524495986e-18	4.77588239128717e-16	1.01137528935357e-13
21786	Tff3	857.401795538609	-6.48045565581554	0.750605473388865	-8.63363762398016	5.94310744423219e-18	4.91989051196619e-16	1.04812642886479e-13
20350	Sema3f	271.016939008518	4.34890864531051	0.504155308733427	8.62612883366462	6.34635273156286e-18	5.22225025372077e-16	1.11917930421111e-13
20972	Syngr1	326.994044268056	2.71688722069717	0.315091783912244	8.62252638568908	6.54928661883778e-18	5.35716051881361e-16	1.15490120236585e-13
72750	Fam117b	1757.26137616111	-1.91307408692404	0.222909367781869	-8.58229560274069	9.29982833561474e-18	7.56202609396555e-16	1.63983873041895e-13
232409	Clec2e	588.873264942772	-4.87981845345797	0.569742025424329	-8.56496139603464	1.08112060516613e-17	8.73927020952527e-16	1.90623185102892e-13
22422	Wnt7b	132.170323231525	7.16841913302638	0.840076545353528	8.53305472301896	1.42533224911099e-17	1.14543367060135e-15	2.51300328840758e-13
20897	Stra6	128.350025413637	6.1905329542885	0.726016191922439	8.52671472504822	1.50562562727391e-17	1.20292484709291e-15	2.65441798088391e-13
18769	Pkig	294.052999070367	-2.31718850265068	0.27191976721729	-8.52158902003993	1.57378980541163e-17	1.25011673444893e-15	2.77443404796016e-13
21825	Thbs1	1242.18732547591	2.66133857096802	0.31266334727518	8.51183419534536	1.71203274003164e-17	1.34346771692467e-15	3.01797131412778e-13
70561	Txndc16	403.821996054698	-3.6933258307045	0.433931316288466	-8.5113143303289	1.71972736271496e-17	1.34346771692467e-15	3.03136342225766e-13
12346	Car1	41190.9270001947	-3.09324696812533	0.363430276014422	-8.51125283795172	1.7206397771703e-17	1.34346771692467e-15	3.03279967124036e-13
227541	Camk1d	1060.64710586974	-3.08025710093421	0.361981131112026	-8.50944106249819	1.74773804122374e-17	1.35691616737269e-15	3.08038829765684e-13
381633	Gm1673	97.9678192674099	-7.66059914483319	0.90235560816406	-8.48955675071329	2.07426706145522e-17	1.60138078418639e-15	3.65568826910869e-13
20750	Spp1	139.837382251474	9.49089543612636	1.12047256319594	8.47043983750514	2.444681569175e-17	1.87680525830183e-15	4.3082623293571e-13
15901	Id1	677.76893456359	2.90571294495554	0.343481365326888	8.45959413894319	2.68309678431423e-17	2.04839533389145e-15	4.72815315331854e-13
16324	Inhbb	138.884939313107	6.98939300249851	0.832703430472696	8.3936161984236	4.71413299559206e-17	3.57909478593515e-15	8.30677375153278e-13
67554	Slc25a30	257.246247378222	3.41499420551641	0.40731584232775	8.38414284600427	5.10967130837698e-17	3.85808258899541e-15	9.00324084536024e-13
